銘柄コード,会社名,優先市場,業種
6040,日本スキー場開発,マザーズ,サービス業
6042,ニッキ,東証2,輸送用機器
6044,三機サービス,東証1,サービス業
6045,レントラックス,マザーズ,サービス業
6046,リンクバル,マザーズ,サービス業
6047,Gunosy,東証1,サービス業
6048,デザインワン･ジャパン,東証1,サービス業
6049,イトクロ,マザーズ,サービス業
6050,イー･ガーディアン,東証1,サービス業
6054,リブセンス,東証1,サービス業
6055,ジャパンマテリアル,東証1,サービス業
6058,ベクトル,東証1,サービス業
6059,ウチヤマHD,東証1,サービス業
6060,こころネット,ｼﾞｬｽﾀﾞｯｸ,サービス業
6061,ユニバーサル園芸社,ｼﾞｬｽﾀﾞｯｸ,サービス業
6062,チャーム･ケア･コーポレーション,東証1,サービス業
6063,日本エマージェンシーアシスタンス,ｼﾞｬｽﾀﾞｯｸ,サービス業
6064,アクトコール,マザーズ,サービス業
6065,ライクキッズ,東証1,サービス業
6067,インパクトHD,マザーズ,サービス業
6069,トレンダーズ,マザーズ,サービス業
6070,キャリアリンク,東証1,サービス業
6071,IBJ,東証1,サービス業
6072,地盤ネットHD,マザーズ,サービス業
6073,アサンテ,東証1,サービス業
6074,ジェイエスエス,ｼﾞｬｽﾀﾞｯｸ,サービス業
6077,N･フィールド,東証1,サービス業
6078,バリューHR,東証1,サービス業
6080,M&Aキャピタルパートナーズ,東証1,サービス業
6081,アライドアーキテクツ,マザーズ,サービス業
6082,ライドオンエクスプレスHD,東証1,サービス業
6083,ERIHD,東証1,サービス業
6085,アーキテクツ･スタジオ･ジャパン,マザーズ,サービス業
6086,シンメンテHD,マザーズ,サービス業
6087,アビスト,東証1,サービス業
6088,シグマクシス,東証1,サービス業
6089,ウィルG,東証1,サービス業
6090,ヒューマン･メタボローム･テクノロジーズ,マザーズ,サービス業
6091,ウエスコHD,東証2,サービス業
6092,エンバイオ･HD,マザーズ,サービス業
6093,エスクロー･エージェント･ジャパン,東証1,サービス業
6094,フリークアウト･HD,マザーズ,サービス業
6095,メドピア,マザーズ,サービス業
6096,レアジョブ,マザーズ,サービス業
6098,リクルートHD,東証1,サービス業
6099,エラン,東証1,サービス業
6101,ツガミ,東証1,機械
6103,オークマ,東証1,機械
6104,芝浦機械,東証1,機械
6118,アイダエンジニアリング,東証1,機械
6121,滝澤鉄工所,東証1,機械
6125,岡本工作機械製作所,東証2,機械
6131,浜井産業,東証2,機械
6134,FUJI,東証1,機械
6135,牧野フライス製作所,東証1,機械
6136,オーエスジー,東証1,機械
6137,小池酸素工業,東証2,機械
6138,ダイジェット工業,東証1,機械
6140,旭ダイヤモンド工業,東証1,機械
6141,DMG森精機,東証1,機械
6143,ソディック,東証1,機械
6144,西部電機,東証2,機械
6145,NITTOKU,ｼﾞｬｽﾀﾞｯｸ,機械
6146,ディスコ,東証1,機械
6147,ヤマザキ,ｼﾞｬｽﾀﾞｯｸ,機械
6149,小田原エンジニアリング,ｼﾞｬｽﾀﾞｯｸ,機械
6150,タケダ機械,ｼﾞｬｽﾀﾞｯｸ,機械
6151,日東工器,東証1,機械
6155,高松機械工業,東証2,機械
6156,エーワン精密,ｼﾞｬｽﾀﾞｯｸ,機械
6157,日進工具,東証1,機械
6158,和井田製作所,ｼﾞｬｽﾀﾞｯｸ,機械
6159,ミクロン精密,ｼﾞｬｽﾀﾞｯｸ,機械
6161,エスティック,東証2,機械
6164,太陽工機,ｼﾞｬｽﾀﾞｯｸ,機械
6165,パンチ工業,東証1,機械
6166,中村超硬,マザーズ,機械
6167,冨士ダイス,東証1,機械
6171,土木管理総合試験所,東証1,サービス業
6172,メタップス,マザーズ,サービス業
6173,アクアライン,マザーズ,サービス業
6175,ネットマーケティング,東証1,サービス業
6176,ブランジスタ,マザーズ,サービス業
6177,AppBank,マザーズ,サービス業
6178,日本郵政,東証1,サービス業
6180,GMOメディア,マザーズ,サービス業
6181,パートナーエージェント,マザーズ,サービス業
6182,ロゼッタ,マザーズ,サービス業
6183,ベルシステム24HD,東証1,サービス業
6184,鎌倉新書,東証1,サービス業
6185,SMN,東証1,サービス業
6186,一蔵,東証1,サービス業
6187,LITALICO,東証1,サービス業
6188,富士ソフトサービスビューロ,東証2,サービス業
6189,グローバルキッズCOMPANY,東証1,サービス業
6190,フェニックスバイオ,マザーズ,サービス業
6191,エボラブルアジア,東証1,サービス業
6192,ハイアス･アンド･カンパニー,マザーズ,サービス業
6193,バーチャレクス･HD,マザーズ,サービス業
6194,アトラエ,東証1,サービス業
6195,ホープ,マザーズ,サービス業
6196,ストライク,東証1,サービス業
6197,ソラスト,東証1,サービス業
6198,キャリア,マザーズ,サービス業
6199,セラク,東証1,サービス業
6200,インソース,東証1,サービス業
6201,豊田自動織機,東証1,輸送用機器
6203,豊和工業,東証1,機械
6205,OKK,東証1,機械
6208,石川製作所,東証1,機械
6210,東洋機械金属,東証1,機械
6217,津田駒工業,東証1,機械
6218,エンシュウ,東証1,機械
6222,島精機製作所,東証1,機械
6231,木村工機,東証2,機械
6232,自律制御システム研究所,マザーズ,機械
6233,極東産機,ｼﾞｬｽﾀﾞｯｸ,機械
6235,オプトラン,東証1,機械
6236,NCHD,東証1,機械
6237,イワキポンプ,東証1,機械
6238,フリュー,東証1,機械
6239,ナガオカ,ｼﾞｬｽﾀﾞｯｸ,機械
6240,ヤマシンフィルタ,東証1,機械
6245,ヒラノテクシード,東証2,機械
6246,テクノスマート,東証2,機械
6247,日阪製作所,東証1,機械
6248,横田製作所,ｼﾞｬｽﾀﾞｯｸ,機械
6249,ゲームカード･ジョイコHD,ｼﾞｬｽﾀﾞｯｸ,機械
6250,やまびこ,東証1,機械
6254,野村マイクロ･サイエンス,ｼﾞｬｽﾀﾞｯｸ,機械
6255,エヌ･ピー･シー,マザーズ,機械
6257,藤商事,ｼﾞｬｽﾀﾞｯｸ,機械
6258,平田機工,東証1,機械
6262,ペガサスミシン製造,東証1,機械
6264,マルマエ,東証1,機械
6265,妙徳,ｼﾞｬｽﾀﾞｯｸ,機械
6266,タツモ,東証1,機械
6267,ゼネラルパッカー,ｼﾞｬｽﾀﾞｯｸ,機械
6268,ナブテスコ,東証1,機械
6269,三井海洋開発,東証1,機械
6271,ニッセイ,東証2,機械
6272,レオン自動機,東証1,機械
6273,SMC,東証1,機械
6274,ヤマハモーターロボティクスHD,東証1,機械
6276,ナビタス,ｼﾞｬｽﾀﾞｯｸ,機械
6277,ホソカワミクロン,東証1,機械
6278,ユニオンツール,東証1,機械
6279,瑞光,東証2,機械
6281,前田製作所,ｼﾞｬｽﾀﾞｯｸ,機械
6282,オイレス工業,東証1,機械
6284,日精エー･エス･ビー機械,東証1,機械
6286,靜甲,ｼﾞｬｽﾀﾞｯｸ,機械
6287,サトーHD,東証1,機械
6289,技研製作所,東証1,機械
6291,日本エアーテック,東証1,機械
6292,カワタ,東証1,機械
6293,日精樹脂工業,東証1,機械
6294,オカダアイヨン,東証1,機械
6297,鉱研工業,ｼﾞｬｽﾀﾞｯｸ,機械
6298,ワイエイシイHD,東証1,機械
6299,神鋼環境ソリューション,東証2,機械
6301,小松製作所,東証1,機械
6302,住友重機械工業,東証1,機械
6303,ササクラ,東証2,機械
6305,日立建機,東証1,機械
6306,日工,東証1,機械
6307,サンセイ,東証2,機械
6309,巴工業,東証1,機械
6310,井関農機,東証1,機械
6312,フロイント産業,ｼﾞｬｽﾀﾞｯｸ,機械
6315,TOWA,東証1,機械
6316,丸山製作所,東証1,機械
6317,北川鉄工所,東証1,機械
6319,シンニッタン,東証1,鉄鋼
6322,タクミナ,東証2,機械
6323,ローツェ,東証1,機械
6324,ハーモニック･ドライブ･システムズ,ｼﾞｬｽﾀﾞｯｸ,機械
6325,タカキタ,東証1,機械
6326,クボタ,東証1,機械
6327,北川精機,ｼﾞｬｽﾀﾞｯｸ,機械
6328,荏原実業,東証1,機械
6330,東洋エンジニアリング,東証1,建設業
6331,三菱化工機,東証1,機械
6332,月島機械,東証1,機械
6333,帝国電機製作所,東証1,機械
6335,東京機械製作所,東証1,機械
6336,石井表記,東証2,機械
6337,テセック,ｼﾞｬｽﾀﾞｯｸ,機械
6338,タカトリ,東証2,機械
6339,新東工業,東証1,機械
6340,澁谷工業,東証1,機械
6342,太平製作所,東証2,機械
6343,フリージア･マクロス,東証2,機械
6345,アイチ コーポレーション,東証1,機械
6346,キクカワエンタープライズ,東証2,機械
6347,プラコー,ｼﾞｬｽﾀﾞｯｸ,機械
6349,小森コーポレーション,東証1,機械
6351,鶴見製作所,東証1,機械
6355,住友精密工業,東証1,機械
6356,日本ギア工業,東証1,機械
6357,三精テクノロジーズ,東証2,機械
6358,酒井重工業,東証1,機械
6360,東京自働機械製作所,東証2,機械
6361,荏原製作所,東証1,機械
6362,石井鐵工所,東証1,機械
6363,酉島製作所,東証1,機械
6364,北越工業,東証1,機械
6365,電業社機械製作所,東証2,機械
6366,千代田化工建設,東証2,建設業
6367,ダイキン工業,東証1,機械
6368,オルガノ,東証1,機械
6369,トーヨーカネツ,東証1,機械
6370,栗田工業,東証1,機械
6371,椿本チエイン,東証1,機械
6373,大同工業,東証1,機械
6376,日機装,東証1,精密機器
6378,木村化工機,東証1,機械
6379,レイズネクスト,東証1,建設業
6380,オリエンタルチエン工業,東証2,機械
6381,アネスト岩田,東証1,機械
6382,トリニティ工業,東証2,機械
6383,ダイフク,東証1,機械
6384,昭和真空,ｼﾞｬｽﾀﾞｯｸ,機械
6387,サムコ,東証1,機械
6390,加藤製作所,東証1,機械
6391,加地テック,東証2,機械
6392,ヤマダコーポレーション,東証2,機械
6393,油研工業,東証1,機械
6395,タダノ,東証1,機械
6396,宇野澤組鐵工所,東証2,機械
6400,不二精機,ｼﾞｬｽﾀﾞｯｸ,機械
6402,兼松エンジニアリング,東証2,機械
6403,水道機工,ｼﾞｬｽﾀﾞｯｸ,機械
6405,鈴茂器工,ｼﾞｬｽﾀﾞｯｸ,機械
6406,フジテック,東証1,機械
6407,CKD,東証1,機械
6408,小倉クラッチ,ｼﾞｬｽﾀﾞｯｸ,機械
6409,キトー,東証1,機械
6411,中野冷機,ｼﾞｬｽﾀﾞｯｸ,機械
6412,平和,東証1,機械
6413,理想科学工業,東証1,機械
6414,川重冷熱工業,ｼﾞｬｽﾀﾞｯｸ,機械
6416,桂川電機,ｼﾞｬｽﾀﾞｯｸ,機械
6417,SANKYO,東証1,機械
6418,日本金銭機械,東証1,機械
6419,マースGHD,東証1,機械
6420,福島工業,東証1,機械
6424,高見沢サイバネティックス,ｼﾞｬｽﾀﾞｯｸ,機械
6425,ユニバーサルエンターテインメント,ｼﾞｬｽﾀﾞｯｸ,機械
6428,オーイズミ,東証1,機械
6430,ダイコク電機,東証1,機械
6432,竹内製作所,東証1,機械
6433,ヒーハイスト精工,ｼﾞｬｽﾀﾞｯｸ,機械
6436,アマノ,東証1,機械
6440,JUKI,東証1,機械
6444,サンデンHD,東証1,機械
6445,蛇の目ミシン工業,東証1,機械
6448,ブラザー工業,東証1,電気機器
6454,マックス,東証1,機械
6455,モリタHD,東証1,輸送用機器
6457,グローリー,東証1,機械
6458,新晃工業,東証1,機械
6459,大和冷機工業,東証1,機械
6460,セガサミーHD,東証1,機械
6461,日本ピストンリング,東証1,機械
6462,リケン,東証1,機械
6463,TPR,東証1,機械
6464,ツバキ･ナカシマ,東証1,機械
6465,ホシザキ,東証1,機械
6466,東亜バルブエンジニアリング,東証2,機械
6467,ニチダイ,ｼﾞｬｽﾀﾞｯｸ,機械
6469,放電精密加工研究所,ｼﾞｬｽﾀﾞｯｸ,機械
6470,大豊工業,東証1,機械
6471,日本精工,東証1,機械
6472,NTN,東証1,機械
6473,ジェイテクト,東証1,機械
6474,不二越,東証1,機械
6479,ミネベアミツミ,東証1,電気機器
6480,日本トムソン,東証1,機械
6481,THK,東証1,機械
6482,ユーシン精機,東証1,機械
6485,前澤給装工業,東証1,機械
6486,イーグル工業,東証1,機械
6488,ヨシタケ,ｼﾞｬｽﾀﾞｯｸ,機械
6489,前澤工業,東証1,機械
6490,日本ピラー工業,東証1,機械
6492,岡野バルブ製造,東証2,機械
6493,日鍛バルブ,東証2,輸送用機器
6494,NFKHD,ｼﾞｬｽﾀﾞｯｸ,機械
6495,宮入バルブ製作所,東証2,機械
6496,中北製作所,東証2,機械
6497,ハマイ,ｼﾞｬｽﾀﾞｯｸ,機械
6498,キッツ,東証1,機械
6501,日立製作所,東証1,電気機器
6502,東芝,東証2,電気機器
6503,三菱電機,東証1,電気機器
6504,富士電機,東証1,電気機器
6505,東洋電機製造,東証1,電気機器
6506,安川電機,東証1,電気機器
6507,シンフォニアテクノロジー,東証1,電気機器
6508,明電舎,東証1,電気機器
6513,オリジン,東証1,電気機器
6516,山洋電気,東証1,電気機器
6517,デンヨー,東証1,電気機器
6518,三相電機,ｼﾞｬｽﾀﾞｯｸ,電気機器
6531,リファインバース,マザーズ,サービス業
6532,ベイカレント･コンサルティング,東証1,サービス業
6533,Orchestra Holdings,東証1,サービス業
6535,アイモバイル,東証1,サービス業
6537,WASHハウス,マザーズ,サービス業
6538,キャリアインデックス,東証1,サービス業
6539,MS-Japan,東証1,サービス業
6540,船場,東証1,サービス業
6541,グレイステクノロジー,東証1,サービス業
6542,FCHD,ｼﾞｬｽﾀﾞｯｸ,サービス業
6543,日宣,ｼﾞｬｽﾀﾞｯｸ,サービス業
6544,ジャパンエレベーターサービスHD,東証1,サービス業
6545,インターネットインフィニティー,マザーズ,サービス業
6546,フルテック,東証1,サービス業
6547,グリーンズ,東証1,サービス業
6548,旅工房,マザーズ,サービス業
6549,ディーエムソリューションズ,ｼﾞｬｽﾀﾞｯｸ,サービス業
6550,Fringe81,マザーズ,サービス業
6551,ツナグG･HD,東証1,サービス業
6552,GameWith,東証1,サービス業
6553,ソウルドアウト,東証1,サービス業
6554,エスユーエス,マザーズ,サービス業
6555,MS&Consulting,東証1,サービス業
6556,ウェルビー,マザーズ,サービス業
6557,global bridge HOLDINGS,マザーズ,サービス業
6558,クックビズ,マザーズ,サービス業
6560,エル･ティー･エス,マザーズ,サービス業
6561,HANATOUR JAPAN,マザーズ,サービス業
6562,ジーニー,マザーズ,サービス業
6563,みらいワークス,マザーズ,サービス業
6564,ミダック,東証1,サービス業
6565,ABホテル,ｼﾞｬｽﾀﾞｯｸ,サービス業
6566,要興業,東証2,サービス業
6567,SERIOHD,マザーズ,サービス業
6568,神戸天然物化学,マザーズ,サービス業
6569,日総工産,東証1,サービス業
6570,共和コーポレーション,東証2,サービス業
6571,キュービーネットHD,東証1,サービス業
6572,RPAHD,東証1,サービス業
6573,アジャイルメディア･ネットワーク,マザーズ,サービス業
6574,コンヴァノ,マザーズ,サービス業
6575,ヒューマン･アソシエイツ･HD,マザーズ,サービス業
6577,ベストワンドットコム,マザーズ,サービス業
6578,エヌリンクス,東証2,サービス業
6579,ログリー,マザーズ,サービス業
6580,ライトアップ,マザーズ,サービス業
6584,三櫻工業,東証1,輸送用機器
6586,マキタ,東証1,機械
6588,東芝テック,東証1,電気機器
6590,芝浦メカトロニクス,東証1,電気機器
6592,マブチモーター,東証1,電気機器
6594,日本電産,東証1,電気機器
6597,HPCシステムズ,マザーズ,電気機器
6615,ユー･エム･シー･エレクトロニクス,東証1,電気機器
6616,トレックス･セミコンダクター,東証1,電気機器
6617,東光高岳,東証1,電気機器
6618,大泉製作所,マザーズ,電気機器
6619,ダブル･スコープ,東証1,電気機器
6620,宮越HD,東証1,電気機器
6622,ダイヘン,東証1,電気機器
6625,JALCOHD,ｼﾞｬｽﾀﾞｯｸ,不動産業
6626,SEMITEC,ｼﾞｬｽﾀﾞｯｸ,電気機器
6627,テラプローブ,マザーズ,電気機器
6628,オンキヨー,ｼﾞｬｽﾀﾞｯｸ,電気機器
6629,テクノホライゾン･HD,ｼﾞｬｽﾀﾞｯｸ,電気機器
6630,ヤーマン,東証1,電気機器
6632,JVCケンウッド,東証1,電気機器
6633,C&Gシステムズ,東証2,電気機器
6634,ネクスG,ｼﾞｬｽﾀﾞｯｸ,電気機器
6635,大日光･エンジニアリング,ｼﾞｬｽﾀﾞｯｸ,電気機器
6637,寺崎電気産業,ｼﾞｬｽﾀﾞｯｸ,電気機器
6638,ミマキエンジニアリング,東証1,電気機器
6639,コンテック,東証2,電気機器
6640,第一精工,東証1,電気機器
6641,日新電機,東証1,電気機器
6643,戸上電機製作所,東証2,電気機器
6644,大崎電気工業,東証1,電気機器
6645,オムロン,東証1,電気機器
6647,森尾電機,東証2,電気機器
6648,かわでん,ｼﾞｬｽﾀﾞｯｸ,電気機器
6651,日東工業,東証1,電気機器
6652,IDEC,東証1,電気機器
6653,正興電機製作所,東証1,電気機器
6654,不二電機工業,東証1,電気機器
6656,インスペック,東証2,電気機器
6658,シライ電子工業,ｼﾞｬｽﾀﾞｯｸ,電気機器
6659,メディアリンクス,ｼﾞｬｽﾀﾞｯｸ,電気機器
6662,ユビテック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6663,太洋工業,ｼﾞｬｽﾀﾞｯｸ,電気機器
6664,オプトエレクトロニクス,ｼﾞｬｽﾀﾞｯｸ,電気機器
6666,リバーエレテック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6668,アドテック プラズマ テクノロジー,東証2,電気機器
6670,MCJ,東証2,電気機器
6674,ジーエス･ユアサ コーポレーション,東証1,電気機器
6676,メルコHD,東証1,電気機器
6677,エスケーエレクトロニクス,ｼﾞｬｽﾀﾞｯｸ,電気機器
6678,テクノメディカ,東証1,電気機器
6694,ズーム,ｼﾞｬｽﾀﾞｯｸ,電気機器
6696,トランザス,マザーズ,電気機器
6698,ヴィスコ･テクノロジーズ,東証2,電気機器
6699,ダイヤモンドエレクトリックHD,東証1,電気機器
6701,日本電気,東証1,電気機器
6702,富士通,東証1,電気機器
6703,沖電気工業,東証1,電気機器
6704,岩崎通信機,東証1,電気機器
6706,電気興業,東証1,電気機器
6707,サンケン電気,東証1,電気機器
6709,明星電気,東証2,電気機器
6715,ナカヨ,東証1,電気機器
6718,アイホン,東証1,電気機器
6721,ウインテスト,東証2,電気機器
6722,エイアンドティー,ｼﾞｬｽﾀﾞｯｸ,電気機器
6723,ルネサスエレクトロニクス,東証1,電気機器
6724,セイコーエプソン,東証1,電気機器
6727,ワコム,東証1,電気機器
6728,アルバック,東証1,電気機器
6730,アクセル,東証1,電気機器
6731,ピクセラ,東証2,電気機器
6734,ニューテック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6736,サン電子,ｼﾞｬｽﾀﾞｯｸ,電気機器
6737,EIZO,東証1,電気機器
6740,ジャパンディスプレイ,東証1,電気機器
6741,日本信号,東証1,電気機器
6742,京三製作所,東証1,電気機器
6743,大同信号,東証2,電気機器
6744,能美防災,東証1,電気機器
6745,ホーチキ,東証1,電気機器
6748,星和電機,東証1,電気機器
6750,エレコム,東証1,電気機器
6752,パナソニック,東証1,電気機器
6753,シャープ,東証1,電気機器
6754,アンリツ,東証1,電気機器
6755,富士通ゼネラル,東証1,電気機器
6757,OSGコーポレーション,ｼﾞｬｽﾀﾞｯｸ,電気機器
6758,ソニー,東証1,電気機器
6762,TDK,東証1,電気機器
6763,帝国通信工業,東証1,電気機器
6768,タムラ製作所,東証1,電気機器
6769,ザインエレクトロニクス,ｼﾞｬｽﾀﾞｯｸ,電気機器
6770,アルプスアルパイン,東証1,電気機器
6771,池上通信機,東証1,電気機器
6772,東京コスモス電機,東証2,電気機器
6775,TBG,東証2,電気機器
6776,天昇電気工業,東証2,化学
6777,santec,ｼﾞｬｽﾀﾞｯｸ,電気機器
6778,アルチザネットワークス,東証2,電気機器
6779,日本電波工業,東証1,電気機器
6785,鈴木,東証1,電気機器
6786,RVH,東証2,サービス業
6787,メイコー,ｼﾞｬｽﾀﾞｯｸ,電気機器
6788,日本トリム,東証1,電気機器
6789,ローランド ディー.ジー.,東証1,電気機器
6794,フォスター電機,東証1,電気機器
6798,SMK,東証1,電気機器
6800,ヨコオ,東証1,電気機器
6803,ティアック,東証1,電気機器
6804,ホシデン,東証1,電気機器
6806,ヒロセ電機,東証1,電気機器
6807,日本航空電子工業,東証1,電気機器
6809,TOA,東証1,電気機器
6810,マクセルHD,東証1,電気機器
6814,古野電気,東証1,電気機器
6815,ユニデンHD,東証1,電気機器
6817,スミダコーポレーション,東証1,電気機器
6819,伊豆シャボテンリゾート,ｼﾞｬｽﾀﾞｯｸ,サービス業
6820,アイコム,東証1,電気機器
6822,大井電気,ｼﾞｬｽﾀﾞｯｸ,電気機器
6823,リオン,東証1,電気機器
6824,新コスモス電機,ｼﾞｬｽﾀﾞｯｸ,電気機器
6826,本多通信工業,東証1,電気機器
6832,アオイ電子,東証2,電気機器
6834,精工技研,ｼﾞｬｽﾀﾞｯｸ,電気機器
6835,アライドテレシスHD,東証2,電気機器
6836,ぷらっとホーム,東証2,電気機器
6837,京写,ｼﾞｬｽﾀﾞｯｸ,電気機器
6838,多摩川HD,ｼﾞｬｽﾀﾞｯｸ,電気機器
6839,船井電機,東証1,電気機器
6840,AKIBAHD,ｼﾞｬｽﾀﾞｯｸ,電気機器
6841,横河電機,東証1,電気機器
6844,新電元工業,東証1,電気機器
6845,アズビル,東証1,電気機器
6848,東亜ディーケーケー,東証1,電気機器
6849,日本光電工業,東証1,電気機器
6850,チノー,東証1,電気機器
6852,テクノ･セブン,ｼﾞｬｽﾀﾞｯｸ,電気機器
6853,共和電業,東証1,電気機器
6855,日本電子材料,東証1,電気機器
6856,堀場製作所,東証1,電気機器
6857,アドバンテスト,東証1,電気機器
6858,小野測器,東証1,電気機器
6859,エスペック,東証1,電気機器
6861,キーエンス,東証1,電気機器
6862,ミナトHD,ｼﾞｬｽﾀﾞｯｸ,電気機器
6863,ニレコ,ｼﾞｬｽﾀﾞｯｸ,電気機器
6864,エヌエフ回路設計ブロック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6866,日置電機,東証1,電気機器
6867,リーダー電子,ｼﾞｬｽﾀﾞｯｸ,電気機器
6869,シスメックス,東証1,電気機器
6870,日本フェンオール,東証2,電気機器
6871,日本マイクロニクス,東証1,電気機器
6874,協立電機,ｼﾞｬｽﾀﾞｯｸ,電気機器
6875,メガチップス,東証1,電気機器
6877,OBARA G,東証1,電気機器
6879,IMAGICA G,東証1,情報・通信業
6881,キョウデン,東証2,電気機器
6882,三社電機製作所,東証2,電気機器
6888,アクモス,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
6889,オーデリック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6890,フェローテックHD,ｼﾞｬｽﾀﾞｯｸ,電気機器
6894,パルステック工業,東証2,電気機器
6897,ツインバード工業,東証2,電気機器
6898,トミタ電機,ｼﾞｬｽﾀﾞｯｸ,電気機器
6899,ASTI,東証2,電気機器
6901,澤藤電機,東証1,電気機器
6902,デンソー,東証1,輸送用機器
6904,原田工業,東証1,電気機器
6905,コーセル,東証1,電気機器
6907,ジオマテック,ｼﾞｬｽﾀﾞｯｸ,電気機器
6908,イリソ電子工業,東証1,電気機器
6912,菊水電子工業,ｼﾞｬｽﾀﾞｯｸ,電気機器
6914,オプテックスG,東証1,電気機器
6916,アイ･オー･データ機器,東証1,電気機器
6918,アバールデータ,ｼﾞｬｽﾀﾞｯｸ,電気機器
6919,ケル,ｼﾞｬｽﾀﾞｯｸ,電気機器
6920,レーザーテック,東証1,電気機器
6923,スタンレー電気,東証1,電気機器
6924,岩崎電気,東証1,電気機器
6925,ウシオ電機,東証1,電気機器
6926,岡谷電機産業,東証1,電気機器
6927,ヘリオス テクノ ホールディング,東証1,電気機器
6928,エノモト,東証1,電気機器
6929,日本セラミック,東証1,電気機器
6930,日本アンテナ,ｼﾞｬｽﾀﾞｯｸ,電気機器
6932,遠藤照明,東証1,電気機器
6937,古河電池,東証1,電気機器
6938,双信電機,東証1,電気機器
6941,山一電機,東証1,電気機器
6942,ソフィアHD,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
6944,アイレックス,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
6945,富士通フロンテック,東証2,電気機器
6946,日本アビオニクス,東証2,電気機器
6947,図研,東証1,電気機器
6951,日本電子,東証1,電気機器
6952,カシオ計算機,東証1,電気機器
6954,ファナック,東証1,電気機器
6955,FDK,東証2,電気機器
6957,芝浦電子,ｼﾞｬｽﾀﾞｯｸ,電気機器
6958,日本シイエムケイ,東証1,電気機器
6960,フクダ電子,ｼﾞｬｽﾀﾞｯｸ,電気機器
6961,エンプラス,東証1,電気機器
6962,大真空,東証1,電気機器
6963,ローム,東証1,電気機器
6964,サンコー,東証2,電気機器
6965,浜松ホトニクス,東証1,電気機器
6966,三井ハイテック,東証1,電気機器
6967,新光電気工業,東証1,電気機器
6969,松尾電機,東証2,電気機器
6971,京セラ,東証1,電気機器
6973,協栄産業,東証1,卸売業
6976,太陽誘電,東証1,電気機器
6977,日本抵抗器製作所,東証2,電気機器
6981,村田製作所,東証1,電気機器
6982,リード,東証2,輸送用機器
6986,双葉電子工業,東証1,電気機器
6988,日東電工,東証1,化学
6989,北陸電気工業,東証1,電気機器
6993,大黒屋HD,東証2,小売業
6994,指月電機製作所,東証2,電気機器
6995,東海理化電機製作所,東証1,輸送用機器
6996,ニチコン,東証1,電気機器
6997,日本ケミコン,東証1,電気機器
6998,日本タングステン,東証2,電気機器
6999,KOA,東証1,電気機器
7003,三井E&SHD,東証1,輸送用機器
7004,日立造船,東証1,機械
7011,三菱重工業,東証1,機械
7012,川崎重工業,東証1,輸送用機器
7013,IHI,東証1,機械
7014,名村造船所,東証1,輸送用機器
7018,内海造船,東証2,輸送用機器
7021,ニッチツ,東証2,機械
7022,サノヤスHD,東証1,輸送用機器
7030,スプリックス,東証1,サービス業
7033,マネジメントソリューションズ,東証1,サービス業
7034,プロレド･パートナーズ,マザーズ,サービス業
7035,and factory,東証1,サービス業
7036,イーエムネットジャパン,マザーズ,サービス業
7037,テノ.HD,マザーズ,サービス業
7038,フロンティア･マネジメント,マザーズ,サービス業
7039,ブリッジインターナショナル,マザーズ,サービス業
7040,サン･ライフホールディング,ｼﾞｬｽﾀﾞｯｸ,サービス業
7041,CRGHD,マザーズ,サービス業
7042,アクセスG･HD,ｼﾞｬｽﾀﾞｯｸ,サービス業
7043,アルー,マザーズ,サービス業
7044,ピアラ,マザーズ,サービス業
7045,ツクイスタッフ,ｼﾞｬｽﾀﾞｯｸ,サービス業
7046,テクノスデータサイエンス･エンジニアリング,マザーズ,サービス業
7047,ポート,マザーズ,サービス業
7048,ベルトラ,マザーズ,サービス業
7049,識学,マザーズ,サービス業
7050,フロンティアインターナショナル,マザーズ,サービス業
7057,エヌ･シー･エヌ,ｼﾞｬｽﾀﾞｯｸ,サービス業
7058,共栄セキュリティーサービス,ｼﾞｬｽﾀﾞｯｸ,サービス業
7059,コプロ･HD,マザーズ,サービス業
7060,ギークス,東証1,サービス業
7061,日本ホスピスHD,マザーズ,サービス業
7062,フレアス,マザーズ,サービス業
7063,エードット,マザーズ,サービス業
7064,ハウテレビジョン,マザーズ,サービス業
7065,ユーピーアール,東証2,サービス業
7066,ピアズ,マザーズ,サービス業
7067,ブランディングテクノロジー,マザーズ,サービス業
7068,フィードフォース,マザーズ,サービス業
7069,サイバー･バズ,マザーズ,サービス業
7071,アンビスHD,ｼﾞｬｽﾀﾞｯｸ,サービス業
7072,インティメート･マージャー,マザーズ,サービス業
7073,ジェイック,マザーズ,サービス業
7074,トゥエンティーフォーセブン,マザーズ,サービス業
7077,ALiNKインターネット,マザーズ,サービス業
7078,INCLUSIVE,マザーズ,サービス業
7079,WDBココ,マザーズ,サービス業
7080,スポーツフィールド,マザーズ,サービス業
7081,コーユーレンティア,ｼﾞｬｽﾀﾞｯｸ,サービス業
7082,ジモティー,マザーズ,サービス業
